Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,Title,LastActivityDate,Tags,AnswerCount,CommentCount,FavoriteCount
99074,1,,2008-09-19T00:00:00.000Z,0,271,6770,372,2008-09-19T00:00:00.000Z,Would it be useful to have method return values for null objects?,2008-09-19T00:00:00.000Z,"[c, java]",5,1,
99098,1,99175,2008-09-19T00:00:00.000Z,10,14652,3020,3020,2008-09-19T00:00:00.000Z,Generate a current datestamp in Java,2008-09-19T00:00:00.000Z,"[java, datestamp]",6,4,
99117,1,,2008-09-19T00:00:00.000Z,21,5238,17083,130066,2012-01-09T00:00:00.000Z,MIPS - Is it important?,2015-02-17T00:00:00.000Z,"[assembly, mips]",11,0,2
99118,1,,2008-09-19T00:00:00.000Z,-2,1107,6770,,2008-09-19T00:00:00.000Z,Would Automatic Casts be useful?,2008-09-19T00:00:00.000Z,"[java, compiler-construction]",6,2,
99132,1,99174,2008-09-19T00:00:00.000Z,91,95396,13676,544947,2014-05-18T00:00:00.000Z,"how to prevent \"directory already exists error\" in a makefile when using mkdir",2017-02-14T00:00:00.000Z,"[makefile, directory, exists]",12,0,34
99161,1,99186,2008-09-19T00:00:00.000Z,174,66906,18446,,2008-09-19T00:00:00.000Z,How do you make vim unhighlight what you searched for?,2014-08-08T00:00:00.000Z,"[vim, search, highlighting]",14,5,42
99164,1,99178,2008-09-19T00:00:00.000Z,36,38606,6770,712526,2015-12-08T00:00:00.000Z,Iterate with for loop or while loop?,2015-12-08T00:00:00.000Z,"[java, for-loop, iterator]",15,0,4
99187,1,,2008-09-19T00:00:00.000Z,4,98,6770,,2008-09-19T00:00:00.000Z,Should selecting by first letter show as many as possible that start with that letter?,2008-09-19T00:00:00.000Z,[user-interface],3,1,
99211,1,,2008-09-19T00:00:00.000Z,77,52354,,2202702,2015-07-16T00:00:00.000Z,How do I get Haml to work with Rails?,2015-07-16T00:00:00.000Z,"[ruby-on-rails, ruby, netbeans, haml]",9,1,23
99241,1,101584,2008-09-19T00:00:00.000Z,6,5566,16952,1288,2008-11-10T00:00:00.000Z,Is there any way to get access to the DOM from Objective-C when using UIWebView?,2008-11-10T00:00:00.000Z,"[iphone, objective-c]",2,0,5
99242,1,99286,2008-09-19T00:00:00.000Z,12,11917,11238,,2008-09-19T00:00:00.000Z,RMI server: rmiregistry or LocateRegistry.createRegistry,2009-06-12T00:00:00.000Z,"[java, rmi, rmiregistry]",4,0,4
99262,1,99284,2008-09-19T00:00:00.000Z,3,228,525,3204551,2014-07-05T00:00:00.000Z,What is the most common feature that demands the use of Visual Studio Professional over Standard?,2014-07-05T00:00:00.000Z,"[visual-studio, visual-studio-2008]",7,0,
99271,1,322281,2008-09-19T00:00:00.000Z,3,7178,18494,4792869,2017-01-27T00:00:00.000Z,C# COM Office Automation - RPC_E_SYS_CALL_FAILED,2017-01-27T00:00:00.000Z,"[c, com, ms-office]",4,0,1
99279,1,163795,2008-09-19T00:00:00.000Z,14,14184,,1954886,2016-06-02T00:00:00.000Z,How do you parse a web page and extract all the href links?,2016-06-02T00:00:00.000Z,"[html, parsing, groovy]",7,0,4
99285,1,,2008-09-19T00:00:00.000Z,1,218,6770,16883,2009-06-22T00:00:00.000Z,Would it be useful to add extra info to stack traces?,2009-06-22T00:00:00.000Z,"[java, language-agnostic]",8,1,
99297,1,99341,2008-09-19T00:00:00.000Z,75,24948,3153,462608,2014-11-05T00:00:00.000Z,How are virtual functions and vtable implemented?,2017-04-19T00:00:00.000Z,"[c, polymorphism, virtual-functions, vtable]",11,1,48
99299,1,99349,2008-09-19T00:00:00.000Z,2,2026,13578,3204551,2015-01-23T00:00:00.000Z,Is there any downside to redundant qualifiers? Any benefit?,2015-01-23T00:00:00.000Z,"[performance, duplicates, qualifiers]",7,0,2
99302,1,,2008-09-19T00:00:00.000Z,1,225,6770,,2008-09-19T00:00:00.000Z,Would it be useful to include the class name and variable name in any NullPointerException message?,2015-06-12T00:00:00.000Z,[java],5,0,
99315,1,,2008-09-19T00:00:00.000Z,-2,227,6770,6770,2008-09-19T00:00:00.000Z,Would it be useful to change java to support both static and dynamic types?,2011-02-20T00:00:00.000Z,"[java, language-design]",8,1,
99318,1,99336,2008-09-19T00:00:00.000Z,12,2676,9450,-1,2017-05-23T00:00:00.000Z,"Understanding [ClassOne, ClassTwo].each(&:my_method)",2011-04-11T00:00:00.000Z,[ruby],2,0,1
99319,1,101434,2008-09-19T00:00:00.000Z,5,3051,10680,10680,2008-09-19T00:00:00.000Z,Grab a ProgressEvent from a POST upload in as3,2014-02-28T00:00:00.000Z,"[flash, actionscript-3, actionscript]",3,0,2
99348,1,99763,2008-09-19T00:00:00.000Z,1,3511,117,,2008-09-19T00:00:00.000Z,How do I change the colors displayed in cygwin rxvt?,2008-09-19T00:00:00.000Z,"[bash, cygwin, rxvt]",2,0,
99350,1,1243839,2008-09-19T00:00:00.000Z,16,27174,15004,9314,2011-11-13T00:00:00.000Z,Passing PHP associative arrays to and from XML,2017-04-07T00:00:00.000Z,"[php, xml, xml-serialization]",15,0,3
99353,1,,2008-09-19T00:00:00.000Z,30,33014,14385,,2008-09-19T00:00:00.000Z,How to test if a line segment intersects an axis-aligned rectange in 2D?,2013-08-04T00:00:00.000Z,"[graphics, geometry, 2d]",12,0,5
99389,1,99404,2008-09-19T00:00:00.000Z,1,895,17182,,2008-09-19T00:00:00.000Z,Is there a good reference on how java executes bytecode?,2008-09-19T00:00:00.000Z,"[java, bytecode]",3,0,1
99391,1,99413,2008-09-19T00:00:00.000Z,50,54575,9594,,2008-09-19T00:00:00.000Z,How do I fix this Subversion MKCOL error?,2016-06-22T00:00:00.000Z,[svn],2,1,3
99395,1,99438,2008-09-19T00:00:00.000Z,40,37363,3740,89035,2013-08-16T00:00:00.000Z,How to check if a folder exists in Cocoa & Objective-C?,2014-01-28T00:00:00.000Z,"[objective-c, cocoa]",5,0,6
99406,1,620737,2008-09-19T00:00:00.000Z,34,44241,18511,18511,2008-09-19T00:00:00.000Z,What is the easiest FLV player for embedding video on a website?,2012-01-16T00:00:00.000Z,"[flash, video, flv]",10,0,9
99419,1,99462,2008-09-19T00:00:00.000Z,4,4761,8934,-1,2017-05-23T00:00:00.000Z,What is the best way to store software documentation?,2012-02-07T00:00:00.000Z,[documentation],9,0,1
99442,1,99476,2008-09-19T00:00:00.000Z,1,2318,18201,1000551,2017-08-10T00:00:00.000Z,Best way to strengthen teamwork between development and QA departments?,2017-08-10T00:00:00.000Z,"[communication, qa]",7,0,0
99460,1,99466,2008-09-19T00:00:00.000Z,8,443,18475,1009479,2015-07-30T00:00:00.000Z,Does writing and speaking on software make you a better programmer?,2015-07-30T00:00:00.000Z,[blogs],14,3,5
99468,1,,2008-09-19T00:00:00.000Z,1,1384,3137,1270789,2015-08-04T00:00:00.000Z,Retrieve multiple rows from an ODBC source with a UNION query,2015-08-04T00:00:00.000Z,"[sql, sql-server, c, winapi, listview]",3,0,
99474,1,99503,2008-09-19T00:00:00.000Z,3,266,3153,,2008-09-19T00:00:00.000Z,"how to handle code that is deemed dangerous to change, but stable?",2008-09-19T00:00:00.000Z,"[c, svn, refactoring]",10,0,
99479,1,99485,2008-09-19T00:00:00.000Z,3,12558,14637,,2008-09-19T00:00:00.000Z,Visual C++/Studio: Application configuration incorrect?,2010-04-14T00:00:00.000Z,"[c, c, visual-studio, visual-c]",10,2,2
99488,1,100266,2008-09-19T00:00:00.000Z,4,10306,13564,,2008-09-19T00:00:00.000Z,How do I change the colors of an arbitrary widget in GTK+?,2014-03-27T00:00:00.000Z,[gtk],4,0,1
99497,1,429703,2008-09-19T00:00:00.000Z,5,482,18515,4737,2009-01-12T00:00:00.000Z,What are some different ways of implementing a plugin system?,2009-01-12T00:00:00.000Z,"[language-agnostic, plugins]",4,2,6
99510,1,99532,2008-09-19T00:00:00.000Z,13,3397,3153,,2008-09-19T00:00:00.000Z,Does several levels of base classes slow down a class/struct in c++?,2008-09-19T00:00:00.000Z,"[c, oop]",12,0,4
99520,1,148618,2008-09-19T00:00:00.000Z,4,271,18482,18482,2008-09-29T00:00:00.000Z,Is it possible to get Code Coverage Analysis on an Interop Assembly?,2011-02-13T00:00:00.000Z,"[interop, com-interop, instrumentation]",2,0,
99528,1,99543,2008-09-19T00:00:00.000Z,14,7046,3831,3831,2008-09-19T00:00:00.000Z,What is a good PHP library to handle file uploads?,2008-09-19T00:00:00.000Z,"[php, file-upload]",4,3,2
99535,1,99556,2008-09-19T00:00:00.000Z,10,14548,18475,50776,2012-04-05T00:00:00.000Z,What tools do you use for Automated Builds / Automated Deployments? Why?,2016-01-06T00:00:00.000Z,"[deployment, build-automation]",20,2,7
99542,1,563136,2008-09-19T00:00:00.000Z,4,5668,2581,12870,2008-09-24T00:00:00.000Z,Point-Triangle Collision Detection in 3D,2009-02-18T00:00:00.000Z,"[math, 3d, collision-detection]",5,0,2
99546,1,,2008-09-19T00:00:00.000Z,3,1409,242644,34435,2008-12-03T00:00:00.000Z,How can I grab single key hit in D Programming Language + Tango?,2009-04-01T00:00:00.000Z,"[input, d, tango]",5,0,
99548,1,115247,2008-09-19T00:00:00.000Z,14,7088,6441,18893,2008-09-22T00:00:00.000Z,Has anybody compared WCF and ZeroC ICE?,2014-12-23T00:00:00.000Z,"[wcf, callback, ice]",5,1,6
99552,1,99575,2008-09-19T00:00:00.000Z,87,71703,3153,2932052,2015-06-11T00:00:00.000Z,"Where do \"pure virtual function call\" crashes come from?",2015-12-16T00:00:00.000Z,"[c, polymorphism, virtual-functions, pure-virtual]",7,0,27
99553,1,788676,2008-09-19T00:00:00.000Z,21,7932,14530,-1,2017-05-23T00:00:00.000Z,Can you Distribute a Ruby on Rails Application without Source?,2009-04-28T00:00:00.000Z,"[ruby-on-rails, ruby, encoding, obfuscation, distribution]",7,0,17
99557,1,99578,2008-09-19T00:00:00.000Z,1,1471,15476,436641,2011-09-18T00:00:00.000Z,Does Ajax detoriate performance?,2011-09-18T00:00:00.000Z,"[ajax, web-applications]",9,1,
99560,1,99942,2008-09-19T00:00:00.000Z,5,809,7717,1190,2008-09-24T00:00:00.000Z,When is it appropriate to use Time#utc in Rails 2.1?,2008-09-24T00:00:00.000Z,"[ruby-on-rails, ruby]",2,0,3
99623,1,99787,2008-09-19T00:00:00.000Z,8,11502,,,2008-09-19T00:00:00.000Z,How to draw in the nonclient area?,2008-09-20T00:00:00.000Z,"[c, mfc, drawing, nonclient]",4,0,2
99626,1,105625,2008-09-19T00:00:00.000Z,8,3928,3030,718,2008-09-19T00:00:00.000Z,What's the definitive Java Swing starter guide and reference?,2009-08-17T00:00:00.000Z,"[java, swing, groovy, griffon]",5,0,3
99640,1,100456,2008-09-19T00:00:00.000Z,2,5104,18526,7750640,2017-07-08T00:00:00.000Z,How can I create a Netflix-style iframe overlay without a huge javascript library?,2017-07-08T00:00:00.000Z,"[javascript, css, overlay]",6,0,
99642,1,99647,2008-09-19T00:00:00.000Z,5,1729,10874,,2008-09-19T00:00:00.000Z,ResourceManager and Unit Testing,2012-03-20T00:00:00.000Z,"[c, asp.net, asp.net-mvc, resources]",2,0,0
99643,1,,2008-09-19T00:00:00.000Z,49,74350,1368,360899,2012-02-12T00:00:00.000Z,"CSS Reset, default styles for common elements",2016-01-14T00:00:00.000Z,"[css, css-reset]",11,1,14
99651,1,99675,2008-09-19T00:00:00.000Z,4,1484,16387,,2008-09-19T00:00:00.000Z,Scalable socket event queue processing,2008-09-19T00:00:00.000Z,"[c, sockets, networking, tcp, stream]",1,0,1
99653,1,,2008-09-19T00:00:00.000Z,2,4324,18210,,2008-09-19T00:00:00.000Z,Associating a ListView with a collection of objects,2008-09-19T00:00:00.000Z,"[c, listview, dictionary]",1,0,2
99654,1,99678,2008-09-19T00:00:00.000Z,4,3286,3153,,2008-09-19T00:00:00.000Z,Best way to run unit tests after each commit ? - svn - branch per feature,2008-09-19T00:00:00.000Z,"[svn, unit-testing, tortoisesvn, qa]",4,0,
99682,1,,2008-09-19T00:00:00.000Z,6,919,16203,16203,2008-10-23T00:00:00.000Z,Multi-purpose 3d Artificial Life Engine?,2014-03-27T00:00:00.000Z,"[open-source, physics, artificial-life]",7,2,4
99683,1,111213,2008-09-19T00:00:00.000Z,59,16882,15124,15124,2008-09-20T00:00:00.000Z,"Which, and why, do you prefer Exceptions or Return codes?",2015-07-22T00:00:00.000Z,"[language-agnostic, exception]",21,2,42
99684,1,99821,2008-09-19T00:00:00.000Z,2,1916,8092,,2008-09-19T00:00:00.000Z,Message passing between objects - How to refer to the target object?,2008-10-30T00:00:00.000Z,"[design, oop, message-passing]",5,0,
99686,1,99704,2008-09-19T00:00:00.000Z,6,1948,18475,736,2008-09-19T00:00:00.000Z,"Why do C# and VB have Generics? What benefit do they provide? Generics, FTW",2010-01-05T00:00:00.000Z,"[c, .net, vb.net, generics]",15,0,1
99688,1,99729,2008-09-19T00:00:00.000Z,22,3082,18210,207655,2010-05-09T00:00:00.000Z,Private vs. Public members in practice (how important is encapsulation?),2016-04-07T00:00:00.000Z,"[language-agnostic, encapsulation]",22,1,8
99707,1,,2008-09-19T00:00:00.000Z,59,40287,17222,3743,2008-11-14T00:00:00.000Z,What's the best way to do a code review with Subversion (SVN)?,2017-06-15T00:00:00.000Z,"[svn, code-review]",14,1,21
99716,1,,2008-09-19T00:00:00.000Z,2,1208,18194,,2008-09-19T00:00:00.000Z,Maintaining Automated Browser UI Testing,2008-09-19T00:00:00.000Z,"[.net, performance, user-interface, browser]",3,1,1
99732,1,99744,2008-09-19T00:00:00.000Z,15,5697,14484,200322,2011-05-03T00:00:00.000Z,"What is the difference between, IsAssignableFrom and GetInterface?",2017-08-23T00:00:00.000Z,"[c, .net, reflection]",2,0,1
99743,1,,2008-09-19T00:00:00.000Z,8,1639,,15168,2015-05-03T00:00:00.000Z,What Are Some Decent ISPs That Host Subversion,2015-05-03T00:00:00.000Z,[svn],15,2,3
99748,1,99786,2008-09-19T00:00:00.000Z,4,400,18469,,2008-09-19T00:00:00.000Z,How important do you think Progressive Enhancement is?,2008-09-26T00:00:00.000Z,"[ajax, unobtrusive-javascript, graceful-degradation, progressive-enhancement]",5,0,2
99755,1,,2008-09-19T00:00:00.000Z,2,11209,,,2008-09-19T00:00:00.000Z,"How do I get the \"Command Buffer\" in Solaris 10?",2015-12-09T00:00:00.000Z,[solaris],7,0,1
99781,1,99810,2008-09-19T00:00:00.000Z,4,2457,1486,,2008-09-19T00:00:00.000Z,How can I create a directory listing of a subversion repository,2008-09-19T00:00:00.000Z,[svn],6,0,1
99785,1,100019,2008-09-19T00:00:00.000Z,7,3133,11318,,2008-09-19T00:00:00.000Z,What JavaScript Repository should I use?,2008-09-19T00:00:00.000Z,"[javascript, open-source]",6,0,1
99790,1,100719,2008-09-19T00:00:00.000Z,6,591,2166173,1960,2008-09-30T00:00:00.000Z,Is it safe to add delegates to events with keyword new?,2008-09-30T00:00:00.000Z,"[c, .net, events, delegates]",4,1,1
99793,1,,2008-09-19T00:00:00.000Z,2,3417,14947,,2008-09-19T00:00:00.000Z,What problems do you encounter with VFP apps in a 64 bit environment?,2009-11-06T00:00:00.000Z,"[64bit, foxpro, visual-foxpro]",3,0,
99796,1,100873,2008-09-19T00:00:00.000Z,54,28188,2581,3052751,2014-01-12T00:00:00.000Z,"When to use Binary Space Partitioning, Quadtree, Octree?",2016-09-08T00:00:00.000Z,"[3d, tree, quadtree, octree, space-partitioning]",7,0,38
99802,1,99851,2008-09-19T00:00:00.000Z,3,2478,,,2008-09-19T00:00:00.000Z,Convert/extract phpinfo() into php.ini,2011-06-27T00:00:00.000Z,[php],2,0,
99807,1,99967,2008-09-19T00:00:00.000Z,40,20610,1167846,136,2012-03-15T00:00:00.000Z,What are some useful TextMate shortcuts?,2016-07-15T00:00:00.000Z,"[osx, keyboard-shortcuts, textmate, textmatebundles]",30,2,45
99827,1,103483,2008-09-19T00:00:00.000Z,0,320,1360388,15401,2008-10-08T00:00:00.000Z,Attaching an ID/Label to LINQ to SQL generated code?,2008-10-08T00:00:00.000Z,"[sql-server, linq-to-sql]",2,0,
99830,1,,2008-09-19T00:00:00.000Z,8,1692,1612,15352,2008-10-11T00:00:00.000Z,Eclipse text comparison order,2017-02-06T00:00:00.000Z,"[eclipse, osx, eclipse-3.4, ganymede, text-comparison]",3,0,
99857,1,,2008-09-19T00:00:00.000Z,-1,135,17007,,2008-09-19T00:00:00.000Z,Standardizing an IT environment,2008-09-19T00:00:00.000Z,"[standards, sysadmin, system-administration]",1,0,
99866,1,99977,2008-09-19T00:00:00.000Z,184,29021,18402,699,2008-09-19T00:00:00.000Z,Biggest GWT Pitfalls?,2017-01-02T00:00:00.000Z,"[java, ajax, gwt, gwt-ext]",24,1,126
99869,1,99873,2008-09-19T00:00:00.000Z,2,501,11314,1904460,2014-12-04T00:00:00.000Z,What's a good f/oss GDI+ (System.Drawing) based graphing and charting component for .NET?,2014-12-04T00:00:00.000Z,"[c, .net, vb.net, gdi, graph]",3,0,1
99876,1,99965,2008-09-19T00:00:00.000Z,16,3563,13688,6852301,2016-11-10T00:00:00.000Z,Selenium Critique,2016-11-10T00:00:00.000Z,"[unit-testing, selenium, automated-tests, ui-testing]",5,0,16
99880,1,114949,2008-09-19T00:00:00.000Z,91,78790,618,505893,2012-03-01T00:00:00.000Z,Generating a unique machine id,2015-06-05T00:00:00.000Z,"[windows, winapi, wmi, uniqueidentifier]",14,0,53
99897,1,,2008-09-19T00:00:00.000Z,4,10500,39312,,2008-09-19T00:00:00.000Z,Reading a COBOL DAT file,2011-11-22T00:00:00.000Z,"[odbc, cobol]",4,0,1
99906,1,99948,2008-09-19T00:00:00.000Z,2,1427,37141,426671,2013-06-27T00:00:00.000Z,Count image similarity on GPU [OpenGL/OcclusionQuery],2013-06-27T00:00:00.000Z,"[opengl, shader, pyopengl, occlusion]",1,0,
99907,1,,2008-09-19T00:00:00.000Z,1,1474,18547,759866,2014-02-03T00:00:00.000Z,Minimal latency objects pooling technique in multithread application,2014-02-03T00:00:00.000Z,"[c, multithreading]",6,2,1
99912,1,,2008-09-19T00:00:00.000Z,1,2174,,35,2008-09-19T00:00:00.000Z,"VB.Net \"There is a naming violation\" Error with open ldap for creating user",2009-07-28T00:00:00.000Z,"[vb.net, ldap]",2,1,
99917,1,,2008-09-19T00:00:00.000Z,0,3428,1688440,17176,2008-09-27T00:00:00.000Z,How do I chain my own JavaScript into the client side without losing PostBack functionality,2008-12-01T00:00:00.000Z,"[.net, asp.net, javascript, webforms, postback]",4,3,1
99927,1,101089,2008-09-19T00:00:00.000Z,19,3325,56663,,2008-09-19T00:00:00.000Z,OO Javascript : Definitive explanation of variable scope,2013-03-06T00:00:00.000Z,"[javascript, oop]",3,0,13
99934,1,99952,2008-09-19T00:00:00.000Z,3,4716,1659,-1,2017-05-23T00:00:00.000Z,General Binary Data Viewer for Windows Vista,2008-11-10T00:00:00.000Z,"[file-format, devtools, hex-editors, windows-vista-software]",8,0,2
99979,1,99986,2008-09-19T00:00:00.000Z,17,3769,17650,8701,2008-10-22T00:00:00.000Z,How do you pronounce RAII?,2014-07-21T00:00:00.000Z,"[c, raii]",9,1,1
99980,1,148171,2008-09-19T00:00:00.000Z,1,1562,18475,,2008-09-19T00:00:00.000Z,What tools do you use to implement SOA/Messaging?,2015-01-16T00:00:00.000Z,"[soa, nservicebus, masstransit]",7,0,
99999,1,100060,2008-09-19T00:00:00.000Z,8,798,17663,,2008-09-19T00:00:00.000Z,Self validating binaries?,2009-05-20T00:00:00.000Z,"[security, binary]",6,0,2
100001,1,,2008-09-19T00:00:00.000Z,4,5754,18552,,2008-09-19T00:00:00.000Z,MVC or event-driven component-oriented web frameworks?,2009-02-27T00:00:00.000Z,[web-frameworks],6,0,1
100003,1,100146,2008-09-19T00:00:00.000Z,3853,510232,9951,-1,2014-02-26T00:00:00.000Z,What is a metaclass in Python?,2017-08-22T00:00:00.000Z,"[python, oop, metaclass, python-datamodel]",14,0,2910
100007,1,100961,2008-09-19T00:00:00.000Z,2,1867,11908,2641576,2014-12-04T00:00:00.000Z,Logging Application Block - Logging the caller,2014-12-04T00:00:00.000Z,"[c, logging, enterprise-library, application-blocks]",2,0,
100038,1,,2008-09-19T00:00:00.000Z,3,1799,18219,,2008-09-19T00:00:00.000Z,Facebook RSS application,2008-09-26T00:00:00.000Z,"[php, facebook, rss]",3,0,3
100045,1,100066,2008-09-19T00:00:00.000Z,19,34385,13115,63550,2010-03-08T00:00:00.000Z,Regular expressions in C# for file name validation,2012-04-10T00:00:00.000Z,"[c, regex]",4,0,5
100048,1,100109,2008-09-19T00:00:00.000Z,6,2892,7780,,2008-09-19T00:00:00.000Z,"I need to join two lists, sort them and remove duplicates. Is there a better way to do this?",2008-11-06T00:00:00.000Z,"[algorithm, sorting, lisp, list]",6,4,
100053,1,,2008-09-19T00:00:00.000Z,3,2507,15360,-1,2017-05-23T00:00:00.000Z,WCF - Overhead of throwing FaultExceptions within your service,2008-10-02T00:00:00.000Z,"[wcf, exception, optimization]",2,0,2
100058,1,,2008-09-19T00:00:00.000Z,6,766,8369,,2008-09-19T00:00:00.000Z,How do you test your web UI to see if it renders uniformly across different browsers?,2012-08-04T00:00:00.000Z,"[testing, browser, user-interface]",5,0,1
100068,1,100496,2008-09-19T00:00:00.000Z,11,15516,11574,5,2008-09-21T00:00:00.000Z,LINQ to SQL insert-if-non-existent,2011-01-25T00:00:00.000Z,"[c, linq-to-sql]",4,0,6
100070,1,,2008-09-19T00:00:00.000Z,2,454,8787,8787,2008-09-19T00:00:00.000Z,Why can't I delete a file in %ProgramFiles% from a Unit Test via Resharper's Test Runner Unit Test?,2008-10-16T00:00:00.000Z,"[c, unit-testing, testing, resharper]",5,0,
100074,1,101560,2008-09-19T00:00:00.000Z,0,11350,,,2008-09-19T00:00:00.000Z,Winsock - 10038 Error - Win2K3 Server - baffling behaviour,2010-02-03T00:00:00.000Z,"[windows-server-2003, winsock]",3,2,
100081,1,,2008-09-19T00:00:00.000Z,29,19052,17174,-1,2017-05-23T00:00:00.000Z,What's a good threadsafe singleton generic template pattern in C#,2013-04-25T00:00:00.000Z,"[c, design-patterns]",20,4,20
100089,1,,2008-09-19T00:00:00.000Z,2,8501,15045,54506,2012-03-27T00:00:00.000Z,What do you consider the best CMS in Java,2012-03-27T00:00:00.000Z,"[java, content-management-system]",6,0,1
100104,1,262839,2008-09-19T00:00:00.000Z,1,23674,8521,8521,2008-09-19T00:00:00.000Z,How to have silverlight get its data from MySQL,2013-12-29T00:00:00.000Z,"[c, .net, mysql, silverlight, data-binding]",6,0,3
100106,1,147456,2008-09-19T00:00:00.000Z,5,1431,17389,172363,2012-05-04T00:00:00.000Z,Obfuscation Puzzle: Can you figure out what this Perl function does?,2012-05-04T00:00:00.000Z,"[perl, obfuscation, puzzle]",3,10,4
100107,1,2518002,2008-09-19T00:00:00.000Z,162,236857,15490,125389,2016-09-21T00:00:00.000Z,Causes of getting a java.lang.VerifyError,2016-11-06T00:00:00.000Z,"[java, exception, deployment, verifyerror]",21,2,33
100123,1,100138,2008-09-19T00:00:00.000Z,24,23441,18591,1590323,2013-09-01T00:00:00.000Z,Application wide keyboard shortcut - Java Swing,2015-04-21T00:00:00.000Z,"[java, swing, shortcut, keystroke]",6,0,9
100161,1,,2008-09-19T00:00:00.000Z,4,8441,13055,15352,2008-11-23T00:00:00.000Z,Is Eclipse 3.4 (Ganymede) memory usage significantly higher than 3.2?,2009-06-04T00:00:00.000Z,"[eclipse, eclipse-3.4, ganymede]",4,3,1
100170,1,100200,2008-09-19T00:00:00.000Z,47,51370,9021,128421,2014-05-21T00:00:00.000Z,Is there a way to check if there are symbolic links pointing to a directory?,2017-07-05T00:00:00.000Z,"[linux, symlink]",8,0,19
100174,1,100213,2008-09-19T00:00:00.000Z,5,1311,2012356,832,2008-09-19T00:00:00.000Z,What tool/format do you use for writing your specifications?,2008-10-16T00:00:00.000Z,[specifications],6,0,3
100177,1,,2008-09-19T00:00:00.000Z,3,1419,,,2008-09-19T00:00:00.000Z,Best practice for application-icon in windows,2009-04-19T00:00:00.000Z,"[icons, windows]",4,1,1
100187,1,100274,2008-09-19T00:00:00.000Z,2,2741,16440,6392939,2016-11-20T00:00:00.000Z,Adding a classic ASP webapplication to VS 2008,2016-11-20T00:00:00.000Z,"[visual-studio-2008, asp-classic, solution]",3,0,
100196,1,100206,2008-09-19T00:00:00.000Z,59,28383,5302,521554,2016-12-07T00:00:00.000Z,.NET List<T> Concat vs AddRange,2016-12-07T00:00:00.000Z,"[.net, linq, list, extension-methods]",2,0,6
100209,1,202158,2008-09-19T00:00:00.000Z,2,374,12405,,2008-09-19T00:00:00.000Z,How can I do offline reasoning with Pellet?,2009-05-27T00:00:00.000Z,"[semantic-web, owl, rdfs, pellet, semweb]",3,0,
100210,1,100345,2008-09-19T00:00:00.000Z,236,180874,5536,-1,2017-05-23T00:00:00.000Z,What is the standard way to add N seconds to datetime.time in Python?,2017-03-15T00:00:00.000Z,"[python, datetime, time, math]",6,1,47
100211,1,100396,2008-09-19T00:00:00.000Z,1,517,4004,,2008-09-19T00:00:00.000Z,How to retrieve params from GET HTTP method using javax.ws.rs.* and Glassfish?,2008-09-19T00:00:00.000Z,"[java, java-ee, glassfish]",2,0,1
100216,1,100647,2008-09-19T00:00:00.000Z,1,804,11434,64046,2014-08-24T00:00:00.000Z,Start seleniumRC from Fitnesse,2014-08-24T00:00:00.000Z,"[selenium, tfs, selenium-rc, fitnesse, fit-framework]",3,0,
100221,1,100530,2008-09-19T00:00:00.000Z,3,2569,9236,,2008-09-19T00:00:00.000Z,Tools for finding unused function declarations?,2009-03-15T00:00:00.000Z,"[c, function, header]",7,0,1
100228,1,100313,2008-09-19T00:00:00.000Z,18,16125,18603,18603,2008-09-20T00:00:00.000Z,"XML schema construct for \"any one or more of these elements but must be at least one\"",2015-04-15T00:00:00.000Z,"[xml, xsd, schema]",3,0,2
100235,1,482984,2008-09-19T00:00:00.000Z,23,17298,17174,-1,2017-05-23T00:00:00.000Z,Looking for a simple standalone persistent dictionary implementation in C#,2015-01-31T00:00:00.000Z,"[c, .net]",17,3,19
100236,1,100244,2008-09-19T00:00:00.000Z,2,4880,1816,,2008-09-19T00:00:00.000Z,C# String ASCII representation,2009-07-24T00:00:00.000Z,"[c, regex, string, ascii]",3,0,
100242,1,170102,2008-09-19T00:00:00.000Z,3,2619,10472,832,2008-09-19T00:00:00.000Z,"How do I create a \"select folder OR file dialog window\" in REALbasic?",2011-09-09T00:00:00.000Z,[realbasic],4,0,0
100243,1,142029,2008-09-19T00:00:00.000Z,28,6674,428965,428965,2008-09-24T00:00:00.000Z,Java Frameworks War: Spring and Hibernate,2010-02-19T00:00:00.000Z,"[java, hibernate, spring]",18,1,15
100246,1,734316,2008-09-19T00:00:00.000Z,12,5302,1428,-1,2017-05-23T00:00:00.000Z,Test planning/documentation/management tools,2013-09-23T00:00:00.000Z,"[testing, test-plan]",11,0,13
100247,1,100293,2008-09-19T00:00:00.000Z,10,23778,18494,,2008-09-19T00:00:00.000Z,Reading a PNG image file in .Net 2.0,2010-07-08T00:00:00.000Z,"[c, .net]",3,0,
100248,1,100261,2008-09-19T00:00:00.000Z,20,1025,11827,-1,2017-05-23T00:00:00.000Z,Where can I get good answers to my Perl-related questions?,2010-12-20T00:00:00.000Z,"[perl, resources, forums]",15,4,3
100264,1,131739,2008-09-19T00:00:00.000Z,6,1769,3957,3957,2008-09-19T00:00:00.000Z,Is there an OpenFileOrFolderDialog object in .NET?,2009-11-30T00:00:00.000Z,"[c, .net, filedialog]",5,0,1
